MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2006 to Jun 2026


SORA Value Date,,,SORA Publication Date,SORA
,,23,26 Oct 2020,0.1214
,,26,27 Oct 2020,0.1026
,,27,28 Oct 2020,0.1207
,,28,29 Oct 2020,0.1286
,,29,30 Oct 2020,0.1247
,,30,02 Nov 2020,0.3057
,Nov,02,03 Nov 2020,0.1450
,,03,04 Nov 2020,0.0948
,,04,05 Nov 2020,0.0723
,,05,06 Nov 2020,0.0484
,,06,09 Nov 2020,0.0749
,,09,10 Nov 2020,0.0993
,,10,11 Nov 2020,0.0653
,,11,12 Nov 2020,0.0902
,,12,13 Nov 2020,0.0802
,,13,16 Nov 2020,0.0915
,,16,17 Nov 2020,0.1487
,,17,18 Nov 2020,0.0970
,,18,19 Nov 2020,0.0702
,,19,20 Nov 2020,0.1071
,,20,23 Nov 2020,0.0924
,,23,24 Nov 2020,0.0708
,,24,25 Nov 2020,0.1215
,,25,26 Nov 2020,0.1104
,,26,27 Nov 2020,0.1219
,,27,30 Nov 2020,0.1870
,,30,01 Dec 2020,0.1849
,Dec,01,02 Dec 2020,0.1787
,,02,03 Dec 2020,0.1773
,,03,04 Dec 2020,0.1413
,,04,07 Dec 2020,0.0685
,,07,08 Dec 2020,0.1030
,,08,09 Dec 2020,0.1078
,,09,10 Dec 2020,0.0808
,,10,11 Dec 2020,0.1015
,,11,14 Dec 2020,0.0811
,,14,15 Dec 2020,0.0945
,,15,16 Dec 2020,0.0789
,,16,17 Dec 2020,0.1219
,,17,18 Dec 2020,0.1234
,,18,21 Dec 2020,0.1382
,,21,22 Dec 2020,0.1307
,,22,23 Dec 2020,0.1513
,,23,24 Dec 2020,0.1564
,,24,28 Dec 2020,0.2342
,,28,29 Dec 2020,0.1170
,,29,30 Dec 2020,0.2152
,,30,31 Dec 2020,0.3080
,,31,04 Jan 2021,0.9380


SORA Value Date,,,SORA Publication Date,SORA
2021,Jan,04,05 Jan 2021,0.0901
,,05,06 Jan 2021,0.1198
,,06,07 Jan 2021,0.1296
,,07,08 Jan 2021,0.1772
,,08,11 Jan 2021,0.1950
,,11,12 Jan 2021,0.2180
,,12,13 Jan 2021,0.1366
,,13,14 Jan 2021,0.1166
,,14,15 Jan 2021,0.0954
,,15,18 Jan 2021,0.1011
,,18,19 Jan 2021,0.1652
,,19,20 Jan 2021,0.1444
,,20,21 Jan 2021,0.0991
,,21,22 Jan 2021,0.1174
,,22,25 Jan 2021,0.1422
,,25,26 Jan 2021,0.1151
,,26,27 Jan 2021,0.1375
,,27,28 Jan 2021,0.1084
,,28,29 Jan 2021,0.2762
,,29,01 Feb 2021,0.2370
,Feb,01,02 Feb 2021,0.2074
,,02,03 Feb 2021,0.1499
,,03,04 Feb 2021,0.0794
,,04,05 Feb 2021,0.0742
,,05,08 Feb 2021,0.0953
,,08,09 Feb 2021,0.1133
,,09,10 Feb 2021,0.1684
,,10,11 Feb 2021,0.1984
,,11,15 Feb 2021,0.3526
,,15,16 Feb 2021,0.1975
,,16,17 Feb 2021,0.1493
,,17,18 Feb 2021,0.1093
,,18,19 Feb 2021,0.0952
,,19,22 Feb 2021,0.2915
,,22,23 Feb 2021,0.2423
,,23,24 Feb 2021,0.1800
,,24,25 Feb 2021,0.1738
,,25,26 Feb 2021,0.2477
,,26,01 Mar 2021,0.2626
,Mar,01,02 Mar 2021,0.1225
,,02,03 Mar 2021,0.0673
,,03,04 Mar 2021,0.0402
,,04,05 Mar 2021,0.0881
,,05,08 Mar 2021,0.1602
,,08,09 Mar 2021,0.1800
,,09,10 Mar 2021,0.1924
,,10,11 Mar 2021,0.1407
,,11,12 Mar 2021,0.3155
,,12,15 Mar 2021,0.3893
,,15,16 Mar 2021,0.3427
,,16,17 Mar 2021,0.2377
,,17,18 Mar 2021,0.2138
,,18,19 Mar 2021,0.2602
,,19,22 Mar 2021,0.1901
,,22,23 Mar 2021,0.1392
,,23,24 Mar 2021,0.2282
,,24,25 Mar 2021,0.2232
,,25,26 Mar 2021,0.2672
,,26,29 Mar 2021,0.3997
,,29,30 Mar 2021,0.2246
,,30,31 Mar 2021,0.1754
,,31,01 Apr 2021,0.2315
,Apr,01,05 Apr 2021,0.0946
,,05,06 Apr 2021,0.1315
,,06,07 Apr 2021,0.0873
,,07,08 Apr 2021,0.0507
,,08,09 Apr 2021,0.0507
,,09,12 Apr 2021,0.0635
,,12,13 Apr 2021,0.0412
,,13,14 Apr 2021,0.0679
,,14,15 Apr 2021,0.0910
,,15,16 Apr 2021,0.0610
,,16,19 Apr 2021,0.1517
,,19,20 Apr 2021,0.0657
,,20,21 Apr 2021,0.1447
,,21,22 Apr 2021,0.1091
,,22,23 Apr 2021,0.1791
,,23,26 Apr 2021,0.1937
,,26,27 Apr 2021,0.0839
,,27,28 Apr 2021,0.1885
,,28,29 Apr 2021,0.1760
,,29,30 Apr 2021,0.1850
,,30,03 May 2021,0.2504
,May,03,04 May 2021,0.1984
,,04,05 May 2021,0.1561
,,05,06 May 2021,0.1897
,,06,07 May 2021,0.0815
,,07,10 May 2021,0.2114
,,10,11 May 2021,0.1767
,,11,12 May 2021,0.1049
,,12,14 May 2021,0.1544
,,14,17 May 2021,0.1784
,,17,18 May 2021,0.1715
,,18,19 May 2021,0.1064
,,19,20 May 2021,0.0635
,,20,21 May 2021,0.0720
,,21,24 May 2021,0.0670
,,24,25 May 2021,0.1014
,,25,27 May 2021,0.0841
,,27,28 May 2021,0.1136
,,28,31 May 2021,0.2438
,,31,01 Jun 2021,0.1514
,Jun,01,02 Jun 2021,0.1783
,,02,03 Jun 2021,0.1617
,,03,04 Jun 2021,0.0999
,,04,07 Jun 2021,0.0772
,,07,08 Jun 2021,0.0772
,,08,09 Jun 2021,0.1203
,,09,10 Jun 2021,0.0623
,,10,11 Jun 2021,0.0619
,,11,14 Jun 2021,0.1087
,,14,15 Jun 2021,0.1070
,,15,16 Jun 2021,0.0944
,,16,17 Jun 2021,0.1069
,,17,18 Jun 2021,0.1888
,,18,21 Jun 2021,0.2384
,,21,22 Jun 2021,0.1659
,,22,23 Jun 2021,0.1492
,,23,24 Jun 2021,0.1443
,,24,25 Jun 2021,0.2042
,,25,28 Jun 2021,0.1029
,,28,29 Jun 2021,0.1065
,,29,30 Jun 2021,0.0565
,,30,01 Jul 2021,0.0665
,Jul,01,02 Jul 2021,0.0609
,,02,05 Jul 2021,0.1096
,,05,06 Jul 2021,0.1163
,,06,07 Jul 2021,0.0957
,,07,08 Jul 2021,0.0938
,,08,09 Jul 2021,0.1130
,,09,12 Jul 2021,0.1433
,,12,13 Jul 2021,0.0714
,,13,14 Jul 2021,0.0675
,,14,15 Jul 2021,0.0877
,,15,16 Jul 2021,0.0879
,,16,19 Jul 2021,0.0809
,,19,21 Jul 2021,0.0918
,,21,22 Jul 2021,0.1569
,,22,23 Jul 2021,0.1912
,,23,26 Jul 2021,0.0974
,,26,27 Jul 2021,0.0814
,,27,28 Jul 2021,0.1232
,,28,29 Jul 2021,0.1232
,,29,30 Jul 2021,0.1314
,,30,02 Aug 2021,0.2749
,Aug,02,03 Aug 2021,0.2260
,,03,04 Aug 2021,0.1150
,,04,05 Aug 2021,0.0830
,,05,06 Aug 2021,0.0861
,,06,10 Aug 2021,0.2318
,,10,11 Aug 2021,0.0678
,,11,12 Aug 2021,0.1028
,,12,13 Aug 2021,0.1002
,,13,16 Aug 2021,0.0983
,,16,17 Aug 2021,0.0877
,,17,18 Aug 2021,0.1209
,,18,19 Aug 2021,0.0921
,,19,20 Aug 2021,0.1033
,,20,23 Aug 2021,0.1166
,,23,24 Aug 2021,0.1066
,,24,25 Aug 2021,0.1166
,,25,26 Aug 2021,0.1106
,,26,27 Aug 2021,0.1143
,,27,30 Aug 2021,0.2281
,,30,31 Aug 2021,0.2077
,,31,01 Sep 2021,0.2215
,Sep,01,02 Sep 2021,0.1921
,,02,03 Sep 2021,0.1660
,,03,06 Sep 2021,0.1520
,,06,07 Sep 2021,0.1091
,,07,08 Sep 2021,0.1838
,,08,09 Sep 2021,0.1491
,,09,10 Sep 2021,0.1052
,,10,13 Sep 2021,0.0927
,,13,14 Sep 2021,0.1059
,,14,15 Sep 2021,0.0691
,,15,16 Sep 2021,0.1184
,,16,17 Sep 2021,0.1217
,,17,20 Sep 2021,0.1375
,,20,21 Sep 2021,0.1694
,,21,22 Sep 2021,0.1420
,,22,23 Sep 2021,0.1811
,,23,24 Sep 2021,0.1160
,,24,27 Sep 2021,0.1219
,,27,28 Sep 2021,0.1136
,,28,29 Sep 2021,0.0939
,,29,30 Sep 2021,0.0770
,,30,01 Oct 2021,0.0665
,Oct,01,04 Oct 2021,0.0802
,,04,05 Oct 2021,0.0514
,,05,06 Oct 2021,0.0731
,,06,07 Oct 2021,0.0611
,,07,08 Oct 2021,0.1302
,,08,11 Oct 2021,0.2065
,,11,12 Oct 2021,0.2027
,,12,13 Oct 2021,0.1676
,,13,14 Oct 2021,0.1782
,,14,15 Oct 2021,0.2286
,,15,18 Oct 2021,0.3204
,,18,19 Oct 2021,0.2243
,,19,20 Oct 2021,0.3152
,,20,21 Oct 2021,0.2600
,,21,22 Oct 2021,0.1892
,,22,25 Oct 2021,0.2247
,,25,26 Oct 2021,0.2614
,,26,27 Oct 2021,0.1743
,,27,28 Oct 2021,0.0989
,,28,29 Oct 2021,0.1414
,,29,01 Nov 2021,0.2229
,Nov,01,02 Nov 2021,0.1859
,,02,03 Nov 2021,0.1453
,,03,05 Nov 2021,0.1097
,,05,08 Nov 2021,0.0764
,,08,09 Nov 2021,0.0895
,,09,10 Nov 2021,0.1139
,,10,11 Nov 2021,0.1607
,,11,12 Nov 2021,0.1597
,,12,15 Nov 2021,0.1920
,,15,16 Nov 2021,0.1681
,,16,17 Nov 2021,0.2179
,,17,18 Nov 2021,0.2460
,,18,19 Nov 2021,0.1922
,,19,22 Nov 2021,0.2522
,,22,23 Nov 2021,0.0987
,,23,24 Nov 2021,0.1422
,,24,25 Nov 2021,0.1622
,,25,26 Nov 2021,0.1391
,,26,29 Nov 2021,0.1391
,,29,30 Nov 2021,0.1185
,,30,01 Dec 2021,0.1128
,Dec,01,02 Dec 2021,0.1276
,,02,03 Dec 2021,0.1010
,,03,06 Dec 2021,0.1943
,,06,07 Dec 2021,0.3106
,,07,08 Dec 2021,0.3318
,,08,09 Dec 2021,0.2237
,,09,10 Dec 2021,0.1312
,,10,13 Dec 2021,0.1584
,,13,14 Dec 2021,0.2878
,,14,15 Dec 2021,0.3320
,,15,16 Dec 2021,0.2033
,,16,17 Dec 2021,0.1865
,,17,20 Dec 2021,0.2447
,,20,21 Dec 2021,0.1920
,,21,22 Dec 2021,0.1391
,,22,23 Dec 2021,0.1056
,,23,24 Dec 2021,0.1582
,,24,27 Dec 2021,0.3037
,,27,28 Dec 2021,0.2116
,,28,29 Dec 2021,0.2229
,,29,30 Dec 2021,0.2785
,,30,31 Dec 2021,0.2885
,,31,03 Jan 2022,0.3065


SORA Value Date,,,SORA Publication Date,SORA
2022,Jan,03,04 Jan 2022,0.1416
,,04,05 Jan 2022,0.1467
,,05,06 Jan 2022,0.1767
,,06,07 Jan 2022,0.1191
,,07,10 Jan 2022,0.1461
,,10,11 Jan 2022,0.1034
,,11,12 Jan 2022,0.1839
,,12,13 Jan 2022,0.1942
,,13,14 Jan 2022,0.2201
,,14,17 Jan 2022,0.2078
,,17,18 Jan 2022,0.1239
,,18,19 Jan 2022,0.1417
,,19,20 Jan 2022,0.1217
,,20,21 Jan 2022,0.3139
,,21,24 Jan 2022,0.2520
,,24,25 Jan 2022,0.1559
,,25,26 Jan 2022,0.2025
,,26,27 Jan 2022,0.4588
,,27,28 Jan 2022,0.3056
,,28,31 Jan 2022,0.3513
,,31,03 Feb 2022,0.4113
,Feb,03,04 Feb 2022,0.3069
,,04,07 Feb 2022,0.2550
,,07,08 Feb 2022,0.2679
,,08,09 Feb 2022,0.2320
,,09,10 Feb 2022,0.1587
,,10,11 Feb 2022,0.1079
,,11,14 Feb 2022,0.1998
,,14,15 Feb 2022,0.1255
,,15,16 Feb 2022,0.1753
,,16,17 Feb 2022,0.3018
,,17,18 Feb 2022,0.2827
,,18,21 Feb 2022,0.5133
,,21,22 Feb 2022,0.2383
,,22,23 Feb 2022,0.3306
,,23,24 Feb 2022,0.2791
,,24,25 Feb 2022,0.3585
,,25,28 Feb 2022,0.4876
,,28,01 Mar 2022,0.3278
,Mar,01,02 Mar 2022,0.1873
,,02,03 Mar 2022,0.0958
,,03,04 Mar 2022,0.0746
,,04,07 Mar 2022,0.0503
,,07,08 Mar 2022,0.0353
,,08,09 Mar 2022,0.0671
,,09,10 Mar 2022,0.0552
,,10,11 Mar 2022,0.1287
,,11,14 Mar 2022,0.1339
,,14,15 Mar 2022,0.1697
,,15,16 Mar 2022,0.2256
,,16,17 Mar 2022,0.3080
,,17,18 Mar 2022,0.2828
,,18,21 Mar 2022,0.2674
,,21,22 Mar 2022,0.4299
,,22,23 Mar 2022,0.5122
,,23,24 Mar 2022,0.6932
,,24,25 Mar 2022,0.5659
,,25,28 Mar 2022,0.6959
,,28,29 Mar 2022,0.5117
,,29,30 Mar 2022,0.2905
,,30,31 Mar 2022,0.4571
,,31,01 Apr 2022,0.6085
,Apr,01,04 Apr 2022,0.4185
,,04,05 Apr 2022,0.4275
,,05,06 Apr 2022,0.3975
,,06,07 Apr 2022,0.2100
,,07,08 Apr 2022,0.2788
,,08,11 Apr 2022,0.3149
,,11,12 Apr 2022,0.2087
,,12,13 Apr 2022,0.2020
,,13,14 Apr 2022,0.3710
,,14,18 Apr 2022,0.3222
,,18,19 Apr 2022,0.1256
,,19,20 Apr 2022,0.0697
,,20,21 Apr 2022,0.1775
,,21,22 Apr 2022,0.1685
,,22,25 Apr 2022,0.3626
,,25,26 Apr 2022,0.3009
,,26,27 Apr 2022,0.4155
,,27,28 Apr 2022,0.3473
,,28,29 Apr 2022,0.3586
,,29,04 May 2022,0.6764
,May,04,05 May 2022,0.4734
,,05,06 May 2022,0.8411
,,06,09 May 2022,1.0536
,,09,10 May 2022,0.8536
,,10,11 May 2022,0.7515
,,11,12 May 2022,0.8674
,,12,13 May 2022,0.8913
,,13,17 May 2022,1.3711
,,17,18 May 2022,0.9053
,,18,19 May 2022,1.0299
,,19,20 May 2022,0.8836
,,20,23 May 2022,1.1684
,,23,24 May 2022,1.0128
,,24,25 May 2022,0.9456
,,25,26 May 2022,0.8330
,,26,27 May 2022,0.7681
,,27,30 May 2022,0.8901
,,30,31 May 2022,0.6365
,,31,01 Jun 2022,0.7187
,Jun,01,02 Jun 2022,0.3254
,,02,03 Jun 2022,0.5300
,,03,06 Jun 2022,0.5567
,,06,07 Jun 2022,0.4380
,,07,08 Jun 2022,0.4952
,,08,09 Jun 2022,0.5242
,,09,10 Jun 2022,0.5809
,,10,13 Jun 2022,0.7950
,,13,14 Jun 2022,0.5746
,,14,15 Jun 2022,0.4416
,,15,16 Jun 2022,0.3983
,,16,17 Jun 2022,0.7937
,,17,20 Jun 2022,1.2041
,,20,21 Jun 2022,0.9917
,,21,22 Jun 2022,1.4164
,,22,23 Jun 2022,1.5641
,,23,24 Jun 2022,1.6942
,,24,27 Jun 2022,1.8636
,,27,28 Jun 2022,1.8345
,,28,29 Jun 2022,1.8628
,,29,30 Jun 2022,1.5571
,,30,01 Jul 2022,1.6562
,Jul,01,04 Jul 2022,1.5362
,,04,05 Jul 2022,1.7837
,,05,06 Jul 2022,1.8123
,,06,07 Jul 2022,1.6429
,,07,08 Jul 2022,1.7389
,,08,12 Jul 2022,1.9193
,,12,13 Jul 2022,1.8141
,,13,14 Jul 2022,1.9374
,,14,15 Jul 2022,1.8585
,,15,18 Jul 2022,1.9391
,,18,19 Jul 2022,1.8921
,,19,20 Jul 2022,1.8618
,,20,21 Jul 2022,1.7924
,,21,22 Jul 2022,1.7682
,,22,25 Jul 2022,1.7276
,,25,26 Jul 2022,1.7221
,,26,27 Jul 2022,1.6908
,,27,28 Jul 2022,1.5258
,,28,29 Jul 2022,2.0407
,,29,01 Aug 2022,2.1354
,Aug,01,02 Aug 2022,1.7515
,,02,03 Aug 2022,1.6888
,,03,04 Aug 2022,1.3720
,,04,05 Aug 2022,1.3522
,,05,08 Aug 2022,1.8269
,,08,10 Aug 2022,1.7915
,,10,11 Aug 2022,1.4935
,,11,12 Aug 2022,1.7252
,,12,15 Aug 2022,1.7601
,,15,16 Aug 2022,1.9250
,,16,17 Aug 2022,1.9116
,,17,18 Aug 2022,1.9236
,,18,19 Aug 2022,1.9402
,,19,22 Aug 2022,2.2400
,,22,23 Aug 2022,2.2324
,,23,24 Aug 2022,2.0993
,,24,25 Aug 2022,2.0684
,,25,26 Aug 2022,1.8673
,,26,29 Aug 2022,2.0088
,,29,30 Aug 2022,2.0025
,,30,31 Aug 2022,2.3441
,,31,01 Sep 2022,2.3098
,Sep,01,02 Sep 2022,2.1288
,,02,05 Sep 2022,2.0446
,,05,06 Sep 2022,2.1529
,,06,07 Sep 2022,2.1205
,,07,08 Sep 2022,2.1104
,,08,09 Sep 2022,2.1779
,,09,12 Sep 2022,2.3502
,,12,13 Sep 2022,2.3312
,,13,14 Sep 2022,2.1991
,,14,15 Sep 2022,1.8883
,,15,16 Sep 2022,1.7246
,,16,19 Sep 2022,1.8667
,,19,20 Sep 2022,1.7493
,,20,21 Sep 2022,1.6736
,,21,22 Sep 2022,1.6232
,,22,23 Sep 2022,1.9389
,,23,26 Sep 2022,2.4129
,,26,27 Sep 2022,2.5312
,,27,28 Sep 2022,2.7578
,,28,29 Sep 2022,2.7431
,,29,30 Sep 2022,3.8935
,,30,03 Oct 2022,4.3916
,Oct,03,04 Oct 2022,3.3298
,,04,05 Oct 2022,3.4719
,,05,06 Oct 2022,3.0171
,,06,07 Oct 2022,3.0510
,,07,10 Oct 2022,3.3825
,,10,11 Oct 2022,2.9205
,,11,12 Oct 2022,3.3732
,,12,13 Oct 2022,2.8295
,,13,14 Oct 2022,3.3484
,,14,17 Oct 2022,3.1934
,,17,18 Oct 2022,3.0285
,,18,19 Oct 2022,3.1310
,,19,20 Oct 2022,2.6315
,,20,21 Oct 2022,3.1709
,,21,25 Oct 2022,3.1748
,,25,26 Oct 2022,2.8631
,,26,27 Oct 2022,2.9027
,,27,28 Oct 2022,2.8342
,,28,31 Oct 2022,2.8441
,,31,01 Nov 2022,2.8521
,Nov,01,02 Nov 2022,2.5984
,,02,03 Nov 2022,2.6474
,,03,04 Nov 2022,2.6021
,,04,07 Nov 2022,3.0022
,,07,08 Nov 2022,2.8969
,,08,09 Nov 2022,2.9901
,,09,10 Nov 2022,2.9104
,,10,11 Nov 2022,3.2670
,,11,14 Nov 2022,3.3943
,,14,15 Nov 2022,3.0921
,,15,16 Nov 2022,2.9520
,,16,17 Nov 2022,2.9029
,,17,18 Nov 2022,3.2026
,,18,21 Nov 2022,3.5309
,,21,22 Nov 2022,3.7997
,,22,23 Nov 2022,3.6666
,,23,24 Nov 2022,3.5174
,,24,25 Nov 2022,3.5447
,,25,28 Nov 2022,3.6561
,,28,29 Nov 2022,3.5562
,,29,30 Nov 2022,3.7033
,,30,01 Dec 2022,3.9119
,Dec,01,02 Dec 2022,3.9219
,,02,05 Dec 2022,4.0119
,,05,06 Dec 2022,3.5244
,,06,07 Dec 2022,3.4458
,,07,08 Dec 2022,3.5036
,,08,09 Dec 2022,3.2336
,,09,12 Dec 2022,3.1336
,,12,13 Dec 2022,2.5836
,,13,14 Dec 2022,2.0537
,,14,15 Dec 2022,1.6457
,,15,16 Dec 2022,2.3600
,,16,19 Dec 2022,2.3425
,,19,20 Dec 2022,1.7577
,,20,21 Dec 2022,1.7632
,,21,22 Dec 2022,1.5529
,,22,23 Dec 2022,1.6509
,,23,27 Dec 2022,3.1332
,,27,28 Dec 2022,1.8706
,,28,29 Dec 2022,1.8126
,,29,30 Dec 2022,1.6525
,,30,03 Jan 2023,2.5293


SORA Value Date,,,SORA Publication Date,SORA
2023,Jan,03,04 Jan 2023,2.1567
,,04,05 Jan 2023,2.4019
,,05,06 Jan 2023,2.6482
,,06,09 Jan 2023,3.1851
,,09,10 Jan 2023,3.7433
,,10,11 Jan 2023,3.4177
,,11,12 Jan 2023,3.2209
,,12,13 Jan 2023,3.3641
,,13,16 Jan 2023,3.8002
,,16,17 Jan 2023,3.4653
,,17,18 Jan 2023,3.5570
,,18,19 Jan 2023,3.6487
,,19,20 Jan 2023,3.6037
,,20,25 Jan 2023,3.5817
,,25,26 Jan 2023,3.6014
,,26,27 Jan 2023,3.5637
,,27,30 Jan 2023,3.6736
,,30,31 Jan 2023,3.8375
,,31,01 Feb 2023,3.8693
,Feb,01,02 Feb 2023,3.5675
,,02,03 Feb 2023,3.5598
,,03,06 Feb 2023,3.6127
,,06,07 Feb 2023,3.4294
,,07,08 Feb 2023,3.1180
,,08,09 Feb 2023,3.1004
,,09,10 Feb 2023,3.2456
,,10,13 Feb 2023,3.6578
,,13,14 Feb 2023,3.3393
,,14,15 Feb 2023,3.2662
,,15,16 Feb 2023,3.3614
,,16,17 Feb 2023,3.5088
,,17,20 Feb 2023,3.7467
,,20,21 Feb 2023,3.4676
,,21,22 Feb 2023,3.4653
,,22,23 Feb 2023,3.4287
,,23,24 Feb 2023,3.6511
,,24,27 Feb 2023,3.8658
,,27,28 Feb 2023,3.6984
,,28,01 Mar 2023,3.4497
,Mar,01,02 Mar 2023,3.5485
,,02,03 Mar 2023,3.5808
,,03,06 Mar 2023,3.6079
,,06,07 Mar 2023,3.6300
,,07,08 Mar 2023,3.4847
,,08,09 Mar 2023,3.5667
,,09,10 Mar 2023,3.5983
,,10,13 Mar 2023,3.7610
,,13,14 Mar 2023,3.7279
,,14,15 Mar 2023,3.4985
,,15,16 Mar 2023,3.3535
,,16,17 Mar 2023,3.7938
,,17,20 Mar 2023,3.8871
,,20,21 Mar 2023,3.8396
,,21,22 Mar 2023,3.8887
,,22,23 Mar 2023,3.7178
,,23,24 Mar 2023,4.0825
,,24,27 Mar 2023,3.6203
,,27,28 Mar 2023,3.5509
,,28,29 Mar 2023,3.5253
,,29,30 Mar 2023,3.8972
,,30,31 Mar 2023,3.6343
,,31,03 Apr 2023,3.5843
,Apr,03,04 Apr 2023,3.3422
,,04,05 Apr 2023,3.6018
,,05,06 Apr 2023,3.4762
,,06,10 Apr 2023,3.3721
,,10,11 Apr 2023,3.1595
,,11,12 Apr 2023,3.1852
,,12,13 Apr 2023,3.2138
,,13,14 Apr 2023,3.2688
,,14,17 Apr 2023,3.3365
,,17,18 Apr 2023,3.2875
,,18,19 Apr 2023,3.2315
,,19,20 Apr 2023,3.2868
,,20,21 Apr 2023,3.4576
,,21,24 Apr 2023,4.0783
,,24,25 Apr 2023,3.9785
,,25,26 Apr 2023,3.7480
,,26,27 Apr 2023,3.6124
,,27,28 Apr 2023,3.7753
,,28,02 May 2023,3.7850
,May,02,03 May 2023,3.7201
,,03,04 May 2023,3.6183
,,04,05 May 2023,3.2686
,,05,08 May 2023,3.4138
,,08,09 May 2023,3.4538
,,09,10 May 2023,3.6652
,,10,11 May 2023,3.4858
,,11,12 May 2023,3.6210
,,12,15 May 2023,3.3432
,,15,16 May 2023,3.4448
,,16,17 May 2023,3.5198
,,17,18 May 2023,3.6927
,,18,19 May 2023,3.6472
,,19,22 May 2023,3.6100
,,22,23 May 2023,3.8660
,,23,24 May 2023,3.7272
,,24,25 May 2023,3.6970
,,25,26 May 2023,3.7343
,,26,29 May 2023,3.7343
,,29,30 May 2023,3.9963
,,30,31 May 2023,3.9509
,,31,01 Jun 2023,3.7241
,Jun,01,05 Jun 2023,3.7514
,,05,06 Jun 2023,3.8228
,,06,07 Jun 2023,3.7959
,,07,08 Jun 2023,3.8445
,,08,09 Jun 2023,3.8997
,,09,12 Jun 2023,4.0228
,,12,13 Jun 2023,3.6227
,,13,14 Jun 2023,3.5450
,,14,15 Jun 2023,3.5059
,,15,16 Jun 2023,3.6299
,,16,19 Jun 2023,3.5952
,,19,20 Jun 2023,3.6175
,,20,21 Jun 2023,3.6691
,,21,22 Jun 2023,3.5583
,,22,23 Jun 2023,3.5825
,,23,26 Jun 2023,3.7939
,,26,27 Jun 2023,3.7922
,,27,28 Jun 2023,3.7785
,,28,30 Jun 2023,3.7918
,,30,03 Jul 2023,4.0005
,Jul,03,04 Jul 2023,3.8041
,,04,05 Jul 2023,3.7885
,,05,06 Jul 2023,3.7685
,,06,07 Jul 2023,3.6540
,,07,10 Jul 2023,3.7005
,,10,11 Jul 2023,3.6100
,,11,12 Jul 2023,3.6028
,,12,13 Jul 2023,3.5373
,,13,14 Jul 2023,3.5322
,,14,17 Jul 2023,3.5201
,,17,18 Jul 2023,3.5341
,,18,19 Jul 2023,3.4553
,,19,20 Jul 2023,3.5096
,,20,21 Jul 2023,3.6125
,,21,24 Jul 2023,3.7337
,,24,25 Jul 2023,3.5374
,,25,26 Jul 2023,3.4533
,,26,27 Jul 2023,3.3329
,,27,28 Jul 2023,3.4231
,,28,31 Jul 2023,3.5264
,,31,01 Aug 2023,3.5504
,Aug,01,02 Aug 2023,3.3970
,,02,03 Aug 2023,3.4463
,,03,04 Aug 2023,3.5065
,,04,07 Aug 2023,3.7677
,,07,08 Aug 2023,3.8511
,,08,10 Aug 2023,3.6903
,,10,11 Aug 2023,3.5378
,,11,14 Aug 2023,3.6165
,,14,15 Aug 2023,3.4924
,,15,16 Aug 2023,3.5476
,,16,17 Aug 2023,3.6183
,,17,18 Aug 2023,3.7727
,,18,21 Aug 2023,3.9062
,,21,22 Aug 2023,3.5937
,,22,23 Aug 2023,3.6354
,,23,24 Aug 2023,3.6807
,,24,25 Aug 2023,3.5891
,,25,28 Aug 2023,3.6314
,,28,29 Aug 2023,3.6930
,,29,30 Aug 2023,3.8150
,,30,31 Aug 2023,3.7085
,,31,04 Sep 2023,3.7781
,Sep,04,05 Sep 2023,3.8411
,,05,06 Sep 2023,3.8061
,,06,07 Sep 2023,3.7056
,,07,08 Sep 2023,3.6811
,,08,11 Sep 2023,3.9914
,,11,12 Sep 2023,3.8216
,,12,13 Sep 2023,3.7478
,,13,14 Sep 2023,3.7128
,,14,15 Sep 2023,3.6978
,,15,18 Sep 2023,3.8093
,,18,19 Sep 2023,3.7053
,,19,20 Sep 2023,3.5931
,,20,21 Sep 2023,3.7076
,,21,22 Sep 2023,3.5683
,,22,25 Sep 2023,3.7610
,,25,26 Sep 2023,3.7721
,,26,27 Sep 2023,3.8579
,,27,28 Sep 2023,3.7232
,,28,29 Sep 2023,3.6232
,,29,02 Oct 2023,3.8245
,Oct,02,03 Oct 2023,3.6550
,,03,04 Oct 2023,3.5858
,,04,05 Oct 2023,3.5954
,,05,06 Oct 2023,3.6268
,,06,09 Oct 2023,3.8967
,,09,10 Oct 2023,3.7546
,,10,11 Oct 2023,3.6676
,,11,12 Oct 2023,3.6356
,,12,13 Oct 2023,3.6617
,,13,16 Oct 2023,3.7716
,,16,17 Oct 2023,3.7366
,,17,18 Oct 2023,3.7983
,,18,19 Oct 2023,3.7574
,,19,20 Oct 2023,3.7461
,,20,23 Oct 2023,3.9248
,,23,24 Oct 2023,3.8445
,,24,25 Oct 2023,3.7258
,,25,26 Oct 2023,3.7383
,,26,27 Oct 2023,3.7830
,,27,30 Oct 2023,3.7298
,,30,31 Oct 2023,3.8249
,,31,01 Nov 2023,3.6904
,Nov,01,02 Nov 2023,3.6569
,,02,03 Nov 2023,3.6776
,,03,06 Nov 2023,3.7710
,,06,07 Nov 2023,3.6121
,,07,08 Nov 2023,3.5604
,,08,09 Nov 2023,3.4040
,,09,10 Nov 2023,3.4926
,,10,14 Nov 2023,3.6321
,,14,15 Nov 2023,3.6022
